symbol,date,open,high,low,close,volume
CONCOR,2024-03-27,844.2773580641978,860.7747317275212,836.7079867000821,840.5897216796875,1643044
CONCOR,2024-03-28,843.306873647882,865.33573017962,839.0369417346514,856.01953125,1661176
CONCOR,2024-04-01,867.5677136098556,882.0271991955817,861.5025030840595,875.5737915039062,2133855
CONCOR,2024-04-02,877.272083167008,894.933988722901,870.5760668045878,889.9847412109375,1302199
CONCOR,2024-04-03,889.9846869395624,897.8452351331412,882.7550035485231,886.9278564453125,689633
CONCOR,2024-04-04,892.799010130239,898.718632048656,883.094673063606,886.6367797851562,716188
CONCOR,2024-04-05,886.6367564309503,914.3426261802944,878.6791883998006,905.8998413085938,1816263
CONCOR,2024-04-08,906.3850710019677,909.0052538242121,865.6268558177251,884.4047241210938,2331541
CONCOR,2024-04-09,894.0120189371406,906.2394594930621,887.5101014987563,897.0689086914062,1117137
CONCOR,2024-04-10,900.2713510965107,945.9302446203769,898.2819738669937,942.0,4586719
CONCOR,2024-04-12,940.3502812045947,946.1243737247728,916.2835366277229,918.806640625,997938
CONCOR,2024-04-15,906.4821210840245,925.6481872004264,894.982505106413,901.4359130859375,2887446
CONCOR,2024-04-16,892.798982027552,931.5193093968448,889.9847006745846,918.8551025390625,2600963
CONCOR,2024-04-18,926.4730935762256,926.7157020086468,892.799031310047,896.8263549804688,1614368
CONCOR,2024-04-19,888.9172899691877,906.3365871372969,871.7891110717658,899.4464721679688,1884184
CONCOR,2024-04-22,912.1107059771851,920.3593928581535,901.9696614362325,917.7877197265625,1124453
CONCOR,2024-04-23,918.0302345909959,930.1121454018644,912.1591228437952,920.3107299804688,1271123
CONCOR,2024-04-24,919.8256354896602,947.5315673174865,919.777125646733,944.2805786132812,2166181
CONCOR,2024-04-25,952.5776629404711,982.0788700817967,939.5738873532243,975.0917358398438,3929729
CONCOR,2024-04-26,980.0896673472354,1047.098112070605,976.4505404517166,1036.42333984375,7642272
CONCOR,2024-04-29,1050.9798236525744,1051.804668704668,1005.757631479423,1018.5188598632812,3847372
CONCOR,2024-04-30,1026.7187828924868,1028.562630485939,994.063667475938,997.6057739257812,2814829
CONCOR,2024-05-02,1003.1857880815219,1024.3412890864633,998.1880310798673,1019.4405517578125,1530017
CONCOR,2024-05-03,1029.8241133324198,1042.0031026853972,1017.0630059590112,1028.1258544921875,2723333
CONCOR,2024-05-06,1037.3936915773197,1037.3936915773197,997.3632988948459,1001.8272705078125,1290298
CONCOR,2024-05-07,1002.4580511544465,1003.1858764578017,955.877231739719,972.7142333984375,2022960
CONCOR,2024-05-08,975.2373192316944,1001.4875379092681,970.918877595177,988.92041015625,1361317
CONCOR,2024-05-09,987.6589454152466,996.635457569598,958.7400316181544,961.3116455078125,839141
CONCOR,2024-05-10,968.4927708297589,983.0492754013485,949.132607903431,972.1318969726562,1407788
CONCOR,2024-05-13,979.6528525832924,988.5808547649856,963.7377156841623,983.2434692382812,2352890
CONCOR,2024-05-14,990.7158410326804,1004.3989332425956,975.2859206848393,996.7324829101562,1129308
CONCOR,2024-05-15,999.4496486932085,1007.8923741386471,991.1038836908326,996.8294067382812,1057905
CONCOR,2024-05-16,1001.4876361409623,1011.1919737004677,988.9205071552875,1005.757568359375,1069653
CONCOR,2024-05-17,1004.3987948947089,1083.052487038792,969.1235565633391,1054.909912109375,12366085
CONCOR,2024-05-21,1084.9447846229234,1086.1092575797463,1045.64222310483,1061.5087890625,3637937
CONCOR,2024-05-22,1063.5954198697239,1067.4771549787374,1038.41271073446,1049.8153076171875,1796314
CONCOR,2024-05-23,1051.9015316204868,1080.3352856010456,1044.720417214958,1073.154052734375,3765254
CONCOR,2024-05-24,1077.0359566950524,1086.78886401815,1063.5469028389396,1070.242919921875,2248991
CONCOR,2024-05-27,1080.480854277167,1082.5187412587568,1065.196524223536,1070.4368896484375,2770553
CONCOR,2024-05-28,1073.2994514686052,1078.442796405299,1038.6550228879275,1048.7474365234375,2215982
CONCOR,2024-05-29,1045.1084417288055,1064.7597225724319,1030.6005064657427,1052.7264404296875,1886810
CONCOR,2024-05-30,1046.1273955746665,1054.5701203066335,1032.0075396506863,1034.53076171875,841185
CONCOR,2024-05-31,1041.2753999893926,1048.6992417710157,1015.6074750255584,1043.0706787109375,2862392
CONCOR,2024-06-03,1088.8268122438524,1145.111977226155,1072.3294363007637,1139.531982421875,7777140
CONCOR,2024-06-04,1145.1116922451417,1145.1116922451417,854.6609163887376,920.6989135742188,11525081
CONCOR,2024-06-05,950.0546201508621,975.1888774099021,864.5108632959169,963.88330078125,9725718
CONCOR,2024-06-06,984.0197195588934,1042.5369159467032,975.3828363951922,1021.6240234375,4231087
CONCOR,2024-06-07,1025.748187519804,1028.6594879574193,1009.7360351129197,1023.61328125,1823209
CONCOR,2024-06-10,1030.0182177180181,1042.1000683132356,1011.5799798373981,1023.7588500976562,3010024
CONCOR,2024-06-11,1034.0457873125406,1064.0806661640815,1021.5271675477904,1055.637939453125,4660360
CONCOR,2024-06-12,1063.595464312655,1117.9397581096518,1057.4332332618344,1107.6046142578125,7365867
CONCOR,2024-06-13,1118.279226041589,1119.2982287887576,1093.2421082059368,1106.5855712890625,1696148
CONCOR,2024-06-14,1106.2943924548047,1112.7478001030195,1091.2526704521297,1106.1488037109375,2423581
CONCOR,2024-06-18,1106.1488050569294,1111.0979931264421,1097.8516681801075,1106.5855712890625,823281
CONCOR,2024-06-19,1106.2943657866272,1106.2943657866272,1068.447453272874,1070.4368896484375,2279630
CONCOR,2024-06-20,1067.5257483462115,1080.626604637274,1054.9585595680903,1063.546875,1775105
CONCOR,2024-06-21,1065.5362964188048,1082.9555354830834,1055.831958564353,1058.646240234375,1650747
